,AGE07,EDCL07,MARRIED07,KIDS07,OCCAT107,INCOME07,RISK07,NETWORTH07,TrueRiskTol
11070,58,4,1,0,3,6219461.6229,3,173070114.63,1.003896164530611
11072,58,4,1,0,3,6432456.884,3,172613416.07,1.0128003508403745
11073,58,4,1,0,3,6656101.9081,3,170740019.92,1.0017016141587598
11100,36,2,1,2,1,149096.68274,4,176672.95885,27.18971701777867
11101,36,2,1,2,1,149096.68274,4,178744.15415,27.18971701777867
11102,36,2,1,2,1,149096.68274,4,139391.4435,27.18971701777867
11103,36,2,1,2,1,149096.68274,4,188064.53298,27.18971701777867
11104,36,2,1,2,1,149096.68274,4,171494.97061,27.18971701777867
11105,33,4,1,0,1,95847.867476,1,239740.85565,42.74563162243999
11106,33,4,1,0,1,95847.867476,1,239740.85565,42.74563162243999
11107,33,4,1,0,1,95847.867476,1,240776.4533,42.49343154249753
11108,33,4,1,0,1,94782.891171,1,239740.85565,42.48914406466061
11109,33,4,1,0,1,94782.891171,1,239740.85565,42.23694398471815
11150,49,4,1,3,1,95847.867476,3,979986.05487,24.59307457276781
11151,49,4,1,3,1,95847.867476,3,742834.19334,24.59307457276781
11152,49,4,1,3,1,95847.867476,3,1720438.3736,24.59307457276781
11153,49,4,1,3,1,96912.843782,3,400051.37165,24.71571613523384
11154,49,4,1,3,1,96912.843782,3,1726859.079,24.57969346970409
11155,69,4,1,0,2,1096925.5945,3,10773322.338,0.5040188643134262
11156,69,4,1,0,2,1107575.3575,3,11699146.636,0.5256249144929418
11157,69,4,1,0,2,1107575.3575,3,10854098.955,0.505947650932068
11158,69,4,1,0,2,1096925.5945,3,10855134.553,0.5053265714242197
11159,69,4,1,0,2,1107575.3575,3,10823031.025,0.5047113227367235
11166,34,2,1,0,1,74548.341371,3,160186.24428,49.39277245239256
11167,34,2,1,0,1,74548.341371,3,159047.08687,49.40727247873444
11168,34,2,1,0,1,74548.341371,3,159668.44546,49.4654641751111
11210,78,2,1,0,3,38339.146991,3,40806171.946,0.4594574753632428
11211,78,2,1,0,3,38339.146991,3,35092779.719,0.4579427176447289
11212,78,2,1,0,3,38339.146991,3,38246174.559,0.4594288150042255
11213,78,2,1,0,3,38339.146991,3,44985844.056,0.4585272367487819
11214,78,2,1,0,3,38339.146991,3,42541833.605,0.4564446727873856
11255,51,2,2,1,1,15974.644579,3,149229.62116,2.9590298070294
11256,51,2,2,1,1,15974.644579,3,150265.21881,2.9501536149454592
11257,51,2,2,1,1,15974.644579,3,150265.21881,2.9501536149454592
11258,51,2,2,1,1,15974.644579,3,149229.62116,2.9590298070294
11259,51,2,2,1,1,15974.644579,3,149229.62116,2.9590298070294
11283,62,3,1,0,1,136316.96708,3,226278.08622,2.9047722388732184
11295,50,4,1,2,2,189565.78234,3,379391.19856,9.864954961952062
11296,50,4,1,2,2,190630.75865,3,379391.19856,9.922284739484327
11297,50,4,1,2,2,190630.75865,3,378355.60091,9.883052161819917
11298,50,4,1,2,2,190630.75865,3,377320.00327,9.93092010544052
11299,50,4,1,2,2,189565.78234,3,379391.19856,9.864131775471712
11305,63,4,1,0,2,292868.48396,3,1280412.9327,3.4603323565305297
11306,63,4,1,0,2,292868.48396,3,1313552.0575,3.4573228062413985
11307,63,4,1,0,2,292868.48396,3,1296972.1391,3.4573228062413985
11308,63,4,1,0,2,292868.48396,3,1417111.8223,3.4603323565305297
11309,63,4,1,0,2,293933.46026,3,1437823.7753,3.465836963066149
11335,61,1,1,0,1,84133.128118,4,509203.36381,3.382129228742219
11336,61,1,1,0,1,85198.104423,4,409785.98955,3.196298196398261
11337,61,1,1,0,1,85198.104423,4,368362.08361,3.058261201844527
11338,61,1,1,0,1,86263.080729,4,498847.38733,3.4760331428849947
11339,61,1,1,0,1,88393.033339,4,452245.49314,3.073452673376903
11340,59,4,1,0,3,502668.8161,2,7727629.6538,2.1402021686494903
11341,59,4,1,0,3,502668.8161,2,7727629.6538,2.1402021686494903
11342,59,4,1,0,3,502668.8161,2,7727629.6538,2.1402021686494903
11343,59,4,1,0,3,502668.8161,2,7726594.0562,2.1402021686494903
11344,59,4,1,0,3,503733.7924,2,7727629.6538,2.142000620474067
11345,72,4,1,0,3,78808.246592,4,558062.86088,0.6303409090901849
11350,52,4,1,2,2,10649763.053,2,45133520.281,8.26386795780186
11351,52,4,1,2,2,10649763.053,2,48080934.749,8.526678778597836
11352,52,4,1,2,2,10649763.053,2,47105401.764,7.817637172287547
11353,52,4,1,2,2,10649763.053,2,46863279.033,7.978336975458152
11354,52,4,1,2,2,10649763.053,2,47467860.941,8.039770820539685
11375,74,4,1,0,3,5051182.616,3,99998862.345,0.4819553784277711
11376,74,4,1,0,3,5465458.3988,3,103260684.26,0.4821143457589931
11377,74,4,1,0,3,5503797.5458,3,103962819.46,0.4821582988756069
11378,74,4,1,0,3,5477173.1381,3,98683756.891,0.4821248000336017
11379,74,4,1,0,3,5844589.9635,3,98660766.623,0.4812447677962724
11381,30,4,1,2,1,186370.85343,2,322381.54801,45.36649234410464
11382,30,4,1,2,1,187435.82973,2,322381.54801,45.74237638374159
11400,95,2,2,0,3,186370.85343,3,6544770.0196,0.560267151546478
11401,95,2,2,0,3,185305.87712,3,26428244.873,0.560521554175643
11402,95,2,2,0,3,185305.87712,3,6544770.0196,0.5606048440609401
11403,95,2,2,0,3,186370.85343,3,6544770.0196,0.5603663476045693
11404,95,2,2,0,3,186370.85343,3,6544770.0196,0.5602484793473078
11418,59,4,1,0,3,171461.18515,3,624776.0614,3.7759898391667344
11420,75,2,2,0,3,11714.739358,4,190860.64664,2.3962499999913094
11422,75,2,2,0,3,10649.763053,4,191896.24428,2.306249999960497
11425,40,4,1,1,1,93717.914866,2,215507.87067,27.138243548023965
11426,40,4,1,1,1,93717.914866,2,206083.93207,27.75101950507102
11427,40,4,1,1,1,93717.914866,2,224828.24951,26.57737331920241
11428,40,4,1,1,1,93717.914866,2,206187.49184,27.83755490481337
11429,40,4,1,1,1,93717.914866,2,206187.49184,27.75101950507102
11460,67,4,1,0,2,7018193.8519,1,505312623.45,0.4716181516203645
11461,67,4,1,0,2,7646529.872,1,513813844.55,0.4798172774450962
11462,67,4,1,0,2,7444184.374,1,458005487.26,0.4756544174493494
11463,67,4,1,0,2,7784976.7917,1,476916535.92,0.4780659890505564
11464,67,4,1,0,2,7039493.378,1,458186716.85,0.4754840397143451
11465,77,4,1,0,3,1261996.9218,3,31861197.257,0.6883187450371392
11466,77,4,1,0,3,1261996.9218,3,27003208.687,0.7379273708331006
11467,77,4,1,0,3,1261996.9218,3,32689675.376,0.6826203434270461
11500,84,4,2,0,3,35144.218075,4,582005.87851,0.5424543918918919
11501,84,4,2,0,3,35144.218075,4,582005.87851,0.5524226618705036
11502,84,4,2,0,3,35144.218075,4,582005.87851,0.5439746621621622
11503,84,4,2,0,3,35144.218075,4,582005.87851,0.5479945652173913
11504,84,4,2,0,3,36209.19438,4,582005.87851,0.5489438775510205
11510,68,4,1,0,2,825356.6366,3,10204779.229,0.658649021271668
11511,68,4,1,0,2,830681.51813,3,10334228.935,0.6595722000815716
11512,68,4,1,0,2,827486.58921,3,10423290.333,0.6563683375153189
11513,68,4,1,0,2,826421.61291,3,10239989.549,0.6581141723357966
11514,68,4,1,0,2,829616.54182,3,10460571.848,0.6557497498590282
11525,78,4,1,0,1,7902124.1853,2,166324542.23,0.4515303917676458
11526,78,4,1,0,1,9222694.8038,2,181781147.81,0.4515879773728247
11527,78,4,1,0,1,8179018.0247,2,172538024.56,0.4516174262776662
11528,78,4,1,0,1,8818003.8078,2,172057610.81,0.4518691333525331
11529,78,4,1,0,1,8892552.1492,2,175929606.86,0.4516202573956618
11553,56,4,1,2,1,132057.06186,2,1123002.0901,4.221349764536591
11554,56,4,1,2,1,132057.06186,2,1126212.4428,4.194315341146898
11566,83,1,1,0,2,4653946.4541,2,34064949.053,0.6045681818187613
11567,83,1,1,0,2,4653946.4541,2,35225854.017,0.5210409134163738
11568,83,1,1,0,2,4643296.6911,2,34542359.569,0.5578665254243083
11569,83,1,1,0,2,4653946.4541,2,34200612.345,0.5638632218850779
11575,39,4,1,0,1,103302.70161,3,36556.596995,55.9967043444135
11576,39,4,1,0,1,97977.820087,3,40595.427825,59.594113598891646
11577,39,4,1,0,1,88393.033339,3,34236.858263,57.06876691582039
11578,39,4,1,0,1,82003.175508,3,53747.517962,52.42921346451037
11579,39,4,1,0,1,89458.009645,3,15057.589811,60.463177759719485
11620,61,4,1,1,2,289673.55504,2,3367763.5532,1.963158988193845
11621,61,4,1,1,2,289673.55504,2,3367763.5532,1.960351923360073
11622,61,4,1,1,2,289673.55504,2,3367763.5532,1.960351923360073
11623,61,4,1,1,2,289673.55504,2,3366727.9556,1.963158988193845
11624,61,4,1,1,2,289673.55504,2,3367763.5532,1.960351923360073
11625,38,2,1,2,1,94782.891171,3,82278.233181,51.75501399921261
11626,38,2,1,2,1,94782.891171,3,71922.256695,51.75501399921261
11627,38,2,1,2,1,94782.891171,3,87456.221424,51.75501399921261
11628,38,2,1,2,1,94782.891171,3,109203.77204,51.75501399921261
11629,38,2,1,2,1,94782.891171,3,72854.294579,51.75501399921261
11665,26,1,1,1,1,14909.668274,3,96310.581319,26.943600882880148
11666,26,1,1,1,1,14909.668274,3,97346.178968,26.66658310138272
11667,26,1,1,1,1,15974.644579,3,97346.178968,26.60948335689541
11668,26,1,1,1,1,15974.644579,3,97346.178968,27.668685946831616
11669,26,1,1,1,1,15974.644579,3,98381.776617,26.60948335689541
11685,33,2,1,0,1,87328.057034,2,102938.40627,78.61074868688652
11686,33,2,1,0,1,87328.057034,2,98796.015676,78.64884716560182
11687,33,2,1,0,1,88393.033339,2,99831.613325,79.06123499260939
11688,33,2,1,0,1,88393.033339,2,95689.22273,78.8656248245574
11689,33,2,1,0,1,88393.033339,2,103974.00392,78.86221168563146
11690,66,4,2,0,2,97977.820087,4,2230677.3351,0.854833115096675
11691,66,4,2,0,2,96912.843782,4,2174755.0621,0.8640029068468826
11692,66,4,2,0,2,96912.843782,4,2276243.6316,0.8427157451973302
11693,66,4,2,0,2,97977.820087,4,2146793.9255,0.8738290631997279
11694,66,4,2,0,2,97977.820087,4,2163363.4879,0.8696323757896902
11720,65,3,2,1,3,8093.8199202,4,64745.56499,0.9628272882459308
11721,65,3,2,1,3,8200.3175508,4,64683.429131,0.9531777371933876
11722,65,3,2,1,3,8200.3175508,4,64683.429131,0.9697936243556108
11723,65,3,2,1,3,8093.8199202,4,64869.836708,0.9717149008055298
11724,65,3,2,1,3,8093.8199202,4,64610.937296,0.950297777567622
11725,62,4,1,0,3,281153.7446,2,14472477.139,0.8791943578157548
11726,62,4,1,0,3,281153.7446,2,14472477.139,0.8791943578157548
11727,62,4,1,0,3,281153.7446,2,14472477.139,0.8791943578157548
11728,62,4,1,0,3,281153.7446,2,14472477.139,0.8791943578157548
11729,62,4,1,0,3,281153.7446,2,14471441.541,0.8791943578157548
11740,69,2,2,0,1,73483.365065,3,269255.38863,0.9176915925307092
11741,69,2,2,0,1,74548.341371,3,269255.38863,0.9190422602286454
11742,69,2,2,0,1,73483.365065,3,269255.38863,0.9176915925307092
11743,69,2,2,0,1,73483.365065,3,269255.38863,0.9176915925307092
11744,69,2,2,0,1,74548.341371,3,269255.38863,0.9190422602286454
11762,60,4,1,0,2,4547448.8236,2,111925322.66,1.244402190201252
11763,60,4,1,0,2,4547448.8236,2,113732440.56,1.2489730823135
11770,60,4,1,0,2,1490966.8274,3,23104183.54,1.43688360461678
11771,60,4,1,0,2,1490966.8274,3,23103147.943,1.43688360461678
11772,60,4,1,0,2,1490966.8274,3,23103147.943,1.43688360461678
11773,60,4,1,0,2,1490966.8274,3,23113503.919,1.43688360461678
11774,60,4,1,0,2,1490966.8274,3,23103147.943,1.43688360461678
11775,81,2,2,0,3,41534.075906,4,346200.29393,25.54398496213505
11776,81,2,2,0,3,40469.099601,4,347235.89157,25.662406014766624
11778,81,2,2,0,3,40469.099601,4,347235.89157,25.780827067398207
11781,67,4,2,0,3,337597.48878,2,8752871.3259,0.7677989521134458
11831,62,2,1,0,3,28754.360243,3,796581.7113,0.931862165826178
11832,62,2,1,0,3,30884.312854,3,897946.00914,0.8686798026296765
11833,62,2,1,0,3,36209.19438,3,867375.16656,0.9660058389811204
11842,50,2,1,0,1,67093.507233,4,864413.35728,7.920546273241831
11860,54,3,2,0,1,74548.341371,3,331287.68779,13.524435708830584
11861,54,3,2,0,1,60703.649402,3,457941.28021,12.304901449542632
11862,54,3,2,0,1,60703.649402,3,403572.40366,11.712293978453271
11863,54,3,2,0,1,75613.317676,3,482381.38472,13.095308059604283
11864,54,3,2,0,1,67093.507233,3,480206.62965,12.341542510603102
11875,48,4,2,2,1,106497.63053,3,935403.57609,3.119479215991826
11876,48,4,2,2,1,106497.63053,3,938199.68975,3.119479215991826
11877,48,4,2,2,1,106497.63053,3,1002820.983,3.1077040007163514
11878,48,4,2,2,1,106497.63053,3,952076.69824,3.131483456990992
11879,48,4,2,2,1,106497.63053,3,959325.88178,3.119479215991826
11882,48,4,1,2,2,532488.15265,3,2668528.0209,6.907610619919428
11916,38,4,1,1,1,123537.25141,3,61442.008491,82.40079860354038
11917,38,4,1,1,1,123537.25141,3,53136.515349,84.74655466495558
11918,38,4,1,1,1,123537.25141,3,38762.419987,91.687439480583
11919,38,4,1,1,1,123537.25141,3,41444.617897,91.24213026149803
11925,40,4,1,2,1,79873.222897,3,302995.16003,16.195068718859844
11926,40,4,1,2,1,79873.222897,3,297817.17178,15.94856930354901
11945,67,2,1,0,3,33014.265464,4,435323.82756,1.298031692758865
11946,67,2,1,0,3,33014.265464,4,434288.22992,1.2998122854068193
11947,67,2,1,0,3,33014.265464,4,435323.82756,1.3085591289131946
11948,67,2,1,0,3,34079.241769,4,433252.63227,1.3058923763446275
11949,67,2,1,0,3,34079.241769,4,433252.63227,1.3109489850173333
11985,84,4,2,0,3,1821109.4821,2,35076624.396,0.4519929341537265
11986,84,4,2,0,3,1821109.4821,2,231294521.23,0.4590945457048283
11987,84,4,2,0,3,1821109.4821,2,216933681.52,0.4521370495078942
11988,84,4,2,0,3,1831759.2451,2,40399492.75,0.4532563174239495
11989,84,4,2,0,3,1821109.4821,2,184567112.61,0.4529637712115335
11995,32,2,1,2,1,84133.128118,3,20401.273677,52.98348914893565
11996,32,2,1,2,1,84133.128118,3,20504.833442,52.96963448456604
11997,32,2,1,2,1,84133.128118,3,20401.273677,52.98348914893565
11998,32,2,1,2,1,84133.128118,3,20504.833442,52.96963448456604
11999,32,2,1,2,1,84133.128118,3,21540.431091,52.96963448456604
12025,48,4,1,0,1,127797.15664,3,359663.06336,11.354339936602528
12026,48,4,1,0,1,127797.15664,3,350239.12476,11.503820118500265
12027,48,4,1,0,1,127797.15664,3,337811.95297,11.67857406355292
12028,48,4,1,0,1,127797.15664,3,334705.16003,11.728247354822123
12029,48,4,1,0,1,127797.15664,3,360595.10124,11.354339936602528
12035,71,4,1,0,3,10540070.493,2,295510895.82,0.5002935540364075
12036,71,4,1,0,3,9662530.0179,2,300576003.92,0.5037362599738036
12037,71,4,1,0,3,7692323.8531,2,330294549.64,0.5272981720619516
12038,71,4,1,0,3,8603943.5705,2,319039674.4,0.5026021816718906
12039,71,4,1,0,3,9401610.8231,2,314477866.75,0.5022570490317912
12056,72,3,1,0,2,1004272.6559,3,13856296.538,0.7720588235288686
12057,72,3,1,0,2,1003207.6796,3,13856296.538,0.7235383064510698
12062,38,4,1,0,2,226839.95303,3,1128697.8772,27.50108551323391
12080,61,4,1,0,2,5229033.659,2,13415131.94,3.664110564756129
12081,61,4,1,0,2,5229033.659,2,12674679.621,3.854165319252124
12082,61,4,1,0,2,5229033.659,2,13341604.507,3.714824907246456
12083,61,4,1,0,2,5229033.659,2,12601152.188,3.87497708833088
12084,61,4,1,0,2,5229033.659,2,13583934.357,3.614064838612828
12093,69,1,1,0,1,34079.241769,3,222715.63031,0.5834386581526192
12094,69,1,1,0,1,34079.241769,4,222715.63031,0.5932364643114074
12105,62,2,1,0,1,113952.46467,3,919610.71195,1.521539411109175
12106,62,2,1,0,1,113952.46467,3,918575.1143,1.521539411109175
12107,62,2,1,0,1,113952.46467,3,919610.71195,1.521539411109175
12108,62,2,1,0,1,113952.46467,3,918575.1143,1.521539411109175
12109,62,2,1,0,1,113952.46467,3,919610.71195,1.521539411109175
12115,50,4,1,3,1,106497.63053,4,234666.42717,7.59889826550997
12116,50,4,1,3,1,106497.63053,4,233527.26976,6.397549751219211
12117,50,4,1,3,1,106497.63053,4,233527.26976,6.378210420022917
12118,50,4,1,3,1,106497.63053,4,233527.26976,7.333110609073159
12165,57,4,1,0,2,72418.38876,3,226070.96669,7.445590170750054
12166,57,4,1,0,2,72418.38876,3,162899.51012,7.445590170750054
12167,57,4,1,0,2,71353.412455,3,271637.26323,7.389543719507642
12168,57,4,1,0,2,72418.38876,3,148401.14304,7.445590170750054
12169,57,4,1,0,2,72418.38876,3,249889.71261,7.445590170750054
12175,43,3,1,3,1,57508.720486,1,46187.655127,17.63605960012754
12176,43,3,1,3,1,57508.720486,1,48362.410189,17.496100608762298
12177,43,3,1,3,1,57508.720486,1,48362.410189,17.63605960012754
12178,43,3,1,3,1,57508.720486,1,47326.812541,17.63605960012754
12179,43,3,1,3,1,57508.720486,1,47223.252776,17.63605960012754
12180,63,2,1,0,3,23429.478716,4,199632.15872,1.462445716352107
12181,63,2,1,0,3,22364.502411,4,209573.89615,1.440186313995623
12182,63,2,1,0,3,22364.502411,4,200450.28086,1.4401971529680009
12183,63,2,1,0,3,22364.502411,4,198223.74592,1.4401971529680009
12184,63,2,1,0,3,23429.478716,4,201589.43828,1.4624587185904097
12185,78,4,1,0,1,2492044.5544,3,143999853.04,0.4627827192884771
12186,78,4,1,0,1,2502694.3174,3,143999853.04,0.4627827192884771
12187,78,4,1,0,1,2502694.3174,3,143999853.04,0.4627827192884771
12188,78,4,1,0,1,2492044.5544,3,143999853.04,0.4627827192884771
12189,78,4,1,0,1,2492044.5544,3,143999853.04,0.4627827192884771
12195,60,4,1,0,1,133122.03816,3,222135.69562,4.750119011988916
12196,60,4,1,0,1,133122.03816,3,225346.04833,5.0202328200496735
12197,60,4,1,0,1,133122.03816,3,226381.64598,4.871870858828242
12198,60,4,1,0,1,133122.03816,3,223171.29327,4.93590132413585
12199,60,4,1,0,1,133122.03816,3,225242.48857,4.9946973051686205
12220,59,4,1,1,2,118212.36989,3,595292.59634,2.6265215549847416
12221,59,4,1,1,2,117147.39358,3,595344.37622,2.6186835227782543
12222,59,4,1,1,2,118212.36989,3,595230.46048,2.626585410882172
12223,59,4,1,1,2,118212.36989,3,595157.96865,2.6266599259409813
12224,59,4,1,1,2,117147.39358,3,595209.74853,2.618715050725068
12231,49,4,1,2,2,143771.80121,2,636954.68975,66.69499642970557
12259,47,2,2,0,1,53248.815265,1,173359.04637,13.331012360579004
12260,78,4,1,0,3,240684.645,2,8841104.2456,0.4811752975652881
12261,78,4,1,0,3,194890.66387,2,12153981.123,0.4756615541669913
12262,78,4,1,0,3,160811.4221,2,12352815.872,0.4742682324143481
12264,78,4,1,0,3,244944.55022,2,14426082.364,0.4584907716315175
12274,78,4,1,0,1,889255.21492,1,65333784.455,0.4941068467670741
12285,68,4,1,0,2,101172.749,3,223274.85304,0.8805307197461316
12286,68,4,1,0,2,101172.749,3,248129.1966,0.9049550793433638
12287,68,4,1,0,2,101172.749,3,258899.41215,0.8980571434987854
12288,68,4,1,0,2,101172.749,3,225656.72763,0.8784634920072093
12289,68,4,1,0,2,101172.749,3,249579.03331,0.9140339477550432
12310,64,4,1,0,2,715664.07716,1,20959460.81,1.321742161524768
12311,64,4,1,0,2,596386.73096,1,20294607.12,1.258519807027116
12312,64,4,1,0,2,822161.70769,1,20256290.007,1.3809116812184317
12313,64,4,1,0,2,668805.11972,1,20300820.705,1.296774796234504
12314,64,4,1,0,2,698624.45627,1,20470658.72,1.312894529120809
12315,49,2,1,1,1,122472.27511,3,1989383.083,4.4837793004539215
12316,49,2,1,1,1,122472.27511,3,1991454.2782,4.467827353465314
12317,49,2,1,1,1,121407.2988,3,1990418.6806,4.4517000440052
12318,49,2,1,1,1,122472.27511,3,1990418.6806,4.469623135775874
12319,49,2,1,1,1,121407.2988,3,1991454.2782,4.4517000440052
12320,32,4,1,1,2,200215.5454,1,1165047.3547,17.006926711110083
12321,32,4,1,1,2,200215.5454,1,1165047.3547,16.91667904336983
12322,32,4,1,1,2,200215.5454,1,1165047.3547,16.91667904336983
12323,32,4,1,1,2,200215.5454,1,1165047.3547,16.91667904336983
12324,32,4,1,1,2,200215.5454,1,1166082.9523,16.91667904336983
12350,59,2,2,0,3,18104.59719,3,708555.91117,0.9508993331843392
12351,59,2,2,0,3,18104.59719,3,662989.61463,0.9506940819107956
12352,59,2,2,0,3,18104.59719,3,640206.46636,0.951214888797473
12353,59,2,2,0,3,18104.59719,3,712698.30176,0.9506940819107956
12354,59,2,2,0,3,18104.59719,3,772762.96538,0.9407250493065034
12360,41,1,1,4,1,52183.838959,4,152232.85434,11.665090731598475
12361,41,1,1,4,1,52183.838959,4,150161.65905,11.665090731598475
12362,41,1,1,4,1,52183.838959,4,148090.46375,11.665090731598475
12363,41,1,1,4,1,52183.838959,4,156375.24494,11.665090731598475
12364,41,1,1,4,1,52183.838959,4,156375.24494,11.665090731598475
12370,55,4,1,0,1,281153.7446,2,1651778.2495,10.167324882865724
12371,55,4,1,0,1,281153.7446,2,1650742.6519,10.167324882865724
12372,55,4,1,0,1,281153.7446,2,1651778.2495,10.167324882865724
12373,55,4,1,0,1,281153.7446,2,1651778.2495,10.167324882865724
12374,55,4,1,0,1,281153.7446,2,1650742.6519,10.167324882865724
12385,67,1,1,0,3,33014.265464,3,681423.25278,1.1046556729070272
12386,67,1,1,0,3,33014.265464,3,673138.47159,1.0333496349632114
12387,67,1,1,0,3,33014.265464,3,895791.96604,1.04310600899827
12388,67,1,1,0,3,34079.241769,3,894756.36839,1.0592831130981413
12389,67,1,1,0,3,33014.265464,3,869902.02482,1.1211084722136166
12400,69,4,1,0,1,490954.07674,3,21578748.204,0.5087880949484235
12401,69,4,1,0,1,486694.17152,3,21979524.494,0.5069042779580977
12402,69,4,1,0,1,497343.93457,3,20038814.5,0.5154196753742107
12403,69,4,1,0,1,509058.67393,3,29961911.169,0.495110736089695
12404,69,4,1,0,1,504798.76871,3,19376032.005,0.5206438345289583
12410,82,4,2,0,3,42599.052212,3,847947.35467,0.5050149542577305
12411,82,4,2,0,3,42599.052212,3,4071969.9543,0.4880280874787422
12412,82,4,2,0,3,42599.052212,3,1290768.9092,0.4825731631384753
12413,82,4,2,0,3,42599.052212,3,6721960.7773,0.489319762684143
12414,82,4,2,0,3,42599.052212,3,6139333.5402,0.4849056855355875
12421,31,3,1,4,1,45793.981128,3,41889.924886,42.133936343697286
12422,31,3,1,4,1,38339.146991,3,81346.195297,38.633319951205806
12423,31,3,1,4,1,46858.957433,3,62705.437622,42.05753069394135
12430,48,2,1,0,1,111822.51206,4,69281.482691,26.359365244683417
12432,48,2,1,0,1,111822.51206,4,147365.5454,24.86074864792314
12434,48,2,1,0,1,111822.51206,4,64517.733508,25.782973958083787
12435,64,4,1,0,1,691169.62214,3,9532676.3553,0.911313516358542
12436,64,4,1,0,1,898840.00167,3,9146398.4324,0.8401138138693034
12437,64,4,1,0,1,713534.12455,3,6446595.3625,1.0604727457836025
12438,64,4,1,0,1,1040481.8503,3,8819149.5754,1.1023724818836471
12439,64,4,1,0,1,764652.9872,3,9350411.1692,0.8704523517016138
12445,68,2,1,0,3,39404.123296,4,365151.73089,0.7141160124945078
12446,68,2,1,0,3,39404.123296,4,362562.73677,0.7356130996086936
12447,68,2,1,0,3,39404.123296,4,353863.71653,0.6999398777607885
12448,68,2,1,0,3,39404.123296,4,361837.81842,0.7213907765426848
12449,68,2,1,0,3,40469.099601,4,375300.58785,0.7538581880684201
12456,45,4,2,0,2,110757.53575,3,787054.21293,3.960206232253164
12457,45,4,2,0,2,110757.53575,3,788089.81058,3.875868866937848
12458,45,4,2,0,2,110757.53575,3,812944.15415,4.037171685488981
12459,45,4,2,0,2,110757.53575,3,793267.79882,3.986474778965268
12475,37,4,1,1,1,136316.96708,2,556012.37753,16.345648857802686
12477,37,4,1,1,1,135251.99077,2,582937.91639,15.965474923516942
12479,37,4,1,1,1,136316.96708,2,640931.38472,15.42074488565092
12515,41,1,1,0,3,44729.004822,3,6182.5179621,55.98900978420696
12516,41,1,1,0,3,51118.862654,3,6317.1456564,65.74960734043789
12517,41,1,1,0,3,30884.312854,3,15057.589811,59.113821686854166
12518,41,1,1,0,3,41534.075906,3,590.2906597,62.039547612968015
12519,41,1,1,0,3,40469.099601,3,-4722.325278,59.33199884336642
12534,53,2,1,3,2,39404.123296,3,183611.4631,3.1910917987791554
12590,42,4,1,2,1,70288.436149,3,762034.17374,4.489112811995738
12591,42,4,1,2,1,70288.436149,3,763173.33116,4.489112811995738
12592,42,4,1,2,1,70288.436149,3,762241.29327,4.489112811995738
12593,42,4,1,2,1,70288.436149,3,762034.17374,4.523226192746229
12594,42,4,1,2,1,70288.436149,3,762137.73351,4.489112811995738
12599,57,4,1,3,2,3407924.1769,3,32549869.693,6.471410953828238
12610,49,4,1,2,1,186370.85343,3,831584.91182,5.037833828930888
12611,49,4,1,2,1,186370.85343,3,932348.56303,5.037949062757767
12612,49,4,1,2,1,186370.85343,3,891753.13521,5.037949062757767
12613,49,4,1,2,1,186370.85343,3,837694.93795,5.037603405862258
12614,49,4,1,2,1,186370.85343,3,768413.45526,5.0373565899492245
12615,54,2,1,0,3,54313.79157,4,53022.599608,20.348663372164182
12616,54,2,1,0,3,54313.79157,4,53022.599608,20.348663372164182
12617,54,2,1,0,3,54313.79157,4,53954.637492,20.348663372164182
12618,54,2,1,0,3,54313.79157,4,54058.197257,20.348663372164182
12619,54,2,1,0,3,54313.79157,4,54058.197257,20.348663372164182
12640,37,2,1,2,1,58573.696791,3,163727.98824,26.571801034473243
12641,37,2,1,2,1,58573.696791,3,177812.11626,26.813792980059485
12642,37,2,1,2,1,58573.696791,3,190239.28805,26.73215831249505
12643,37,2,1,2,1,58573.696791,3,181954.50686,26.896421979750087
12644,37,2,1,2,1,58573.696791,3,162174.59177,26.571801034473243
12648,55,2,1,2,2,3770016.1207,2,38826627.041,7.098701526632855
12650,66,4,2,0,1,57508.720486,2,792129.67701,0.6987532503155717
12651,66,4,2,0,1,56443.744181,2,1006601.95,0.6937322178318506
12652,66,4,2,0,1,57508.720486,2,779598.94546,0.7027919196833985
12653,66,4,2,0,1,57508.720486,2,773385.35957,0.6962439044953712
12654,66,4,2,0,1,56443.744181,2,795236.46995,0.6994176910040127
12655,50,4,1,2,1,133122.03816,3,595157.96865,7.3110372928434835
12656,50,4,1,2,1,133122.03816,3,595157.96865,7.318018294591381
12657,50,4,1,2,1,133122.03816,3,594122.371,7.318018294591381
12658,50,4,1,2,1,133122.03816,3,595054.40888,7.3110372928434835
12659,50,4,1,2,1,133122.03816,3,595157.96865,7.3110372928434835
12665,66,4,2,0,3,74548.341371,3,1657991.8354,0.6482151173406347
12666,66,4,2,0,3,74548.341371,3,1657991.8354,0.6211671205331946
12667,66,4,2,0,3,74548.341371,3,1657991.8354,0.6032910548227319
12669,66,4,2,0,3,74548.341371,3,1657991.8354,0.6645585144779362
12673,35,4,1,2,1,104367.67792,2,223896.21163,60.37472034260466
12674,35,4,1,2,1,103302.70161,2,231145.39517,58.87939502954438
12695,52,4,1,0,1,88393.033339,2,286860.54866,5.133941752865821
12696,52,4,1,0,1,88393.033339,2,286860.54866,5.136064219319138
12697,52,4,1,0,1,88393.033339,2,287896.14631,5.13288228909162
